WN18RR, _verb_group_WN18_generic_PPO_simple_embedding_100
([('01496630', '¬_verb_group', '01496843'), ('01496843', '¬_verb_group', '01496630'), ('01496630', '¬_verb_group', '01496843')], '01496843')
([('01643464', '¬_verb_group', '01582645'), ('01582645', '_derivationally_related_form', '04463273'), ('04463273', '¬_derivationally_related_form', '01582645')], '01582645')
([('02343595', '¬_verb_group', '00732224'), ('00732224', '¬_verb_group', '02343595'), ('02343595', '¬_verb_group', '00887463')], '00887463')
([('00646271', '¬_verb_group', '00645939'), ('00645939', '¬_verb_group', '00646271'), ('00646271', '_derivationally_related_form', '00877345')], '00645939')
([('00365647', '¬_verb_group', '00365188'), ('00365188', '¬_verb_group', '00365647'), ('00365647', '¬_verb_group', '00365188')], '00365188')
([('01668603', '¬_verb_group', '01659248'), ('01659248', '_derivationally_related_form', '00237078'), ('00237078', '_derivationally_related_form', '00404642')], '01659248')
([('00098517', '¬_verb_group', '00098770'), ('00098770', '¬_verb_group', '00098517'), ('00098517', '¬_derivationally_related_form', '01048059')], '00098770')
([('02461314', '¬_verb_group', '02462580'), ('02462580', '¬_verb_group', '02461314'), ('02461314', '¬_verb_group', '02462580')], '02462580')
([('00100044', '¬_verb_group', '00833702'), ('00833702', '_verb_group', '00100044'), ('00100044', '¬_verb_group', '00833702')], '00833702')
([('01302365', '¬_verb_group', '01302183'), ('01302183', '¬_verb_group', '01302365'), ('01302365', '¬_verb_group', '01302183')], '01302183')
([('00328802', '¬_derivationally_related_form', '05083200'), ('05083200', 'NO_OP', '05083200'), ('05083200', '¬_derivationally_related_form', '00329244')], '00329244')
([('02113850', '¬_verb_group', '02114056'), ('02114056', 'NO_OP', '02114056'), ('02114056', '_verb_group', '02114433')], '02114433')
([('01995211', '¬_verb_group', '01854132'), ('01854132', '¬_verb_group', '01995211'), ('01995211', '¬_verb_group', '01854132')], '01854132')
([('02202928', '¬_verb_group', '02733122'), ('02733122', '_derivationally_related_form', '10466918'), ('10466918', 'NO_OP', '10466918')], '02733122')
([('01708676', '¬_verb_group', '01894649'), ('01894649', '¬_verb_group', '01708676'), ('01708676', '¬_hypernym', '01898032')], '01894649')
([('01716882', '¬_verb_group', '01719921'), ('01719921', '¬_derivationally_related_form', '07018931'), ('07018931', '_derivationally_related_form', '01716619')], '01719921')
([('00125078', '¬_verb_group', '00435853'), ('00435853', '¬_verb_group', '00125078'), ('00125078', '¬_verb_group', '00435688')], '00435688')
([('00870213', '¬_verb_group', '00870577'), ('00870577', '_verb_group', '00870213'), ('00870213', 'NO_OP', '00870213')], '00870577')
([('02733122', '¬_verb_group', '02202928'), ('02202928', '¬_verb_group', '02733122'), ('02733122', '¬_derivationally_related_form', '00819024')], '02202928')
([('01710481', '¬_verb_group', '02385813'), ('02385813', '¬_derivationally_related_form', '08237863'), ('08237863', '¬_derivationally_related_form', '02385813')], '02385813')
([('00195342', '¬_derivationally_related_form', '08632423'), ('08632423', '_derivationally_related_form', '00181664'), ('00181664', '¬_verb_group', '00195342')], '00181664')
([('00315605', 'NO_OP', '00315605'), ('00315605', '¬_verb_group', '00316195'), ('00316195', '¬_verb_group', '00315605')], '00316195')
([('01480149', '¬_verb_group', '01480469'), ('01480469', '¬_verb_group', '01480149'), ('01480149', '¬_verb_group', '01480469')], '01480469')
([('01155687', '¬_verb_group', '01156115'), ('01156115', '_hypernym', '01155687'), ('01155687', '¬_derivationally_related_form', '00430140')], '01156115')
([('02679899', '¬_verb_group', '02684924'), ('02684924', '¬_verb_group', '02679899'), ('02679899', '¬_verb_group', '01995549')], '02684924')
([('02449847', '¬_derivationally_related_form', '05176188'), ('05176188', '¬_derivationally_related_form', '02449847'), ('02449847', '¬_verb_group', '02236624')], '02236624')
([('00638585', '¬_verb_group', '00637259'), ('00637259', '_derivationally_related_form', '00868910'), ('00868910', '_derivationally_related_form', '02907473')], '00637259')
([('00334803', 'NO_OP', '00334803'), ('00334803', '¬_verb_group', '00332672'), ('00332672', '¬_verb_group', '00334803')], '00332672')
([('01850315', '_derivationally_related_form', '00279835'), ('00279835', '¬_derivationally_related_form', '01835496'), ('01835496', '¬_derivationally_related_form', '00283127')], '01835496')
([('00009631', '¬_verb_group', '01891817'), ('01891817', '¬_verb_group', '00009631'), ('00009631', '¬_verb_group', '01891817')], '01891817')
([('00591115', '¬_derivationally_related_form', '05807540'), ('05807540', '¬_derivationally_related_form', '00591115'), ('00591115', '¬_verb_group', '01635432')], '01635432')
([('00252990', '¬_verb_group', '00226882'), ('00226882', '¬_verb_group', '00252990'), ('00252990', '¬_verb_group', '00226882')], '00226882')
([('01646300', 'NO_OP', '01646300'), ('01646300', '¬_verb_group', '02505358'), ('02505358', '¬_verb_group', '01516534')], '01516534')
([('00010435', '¬_verb_group', '01721556'), ('01721556', '¬_verb_group', '00010435'), ('00010435', '¬_verb_group', '00013615')], '01721556')
([('00414627', '¬_verb_group', '00414409'), ('00414409', '¬_verb_group', '00414627'), ('00414627', '¬_verb_group', '00414409')], '00414409')
([('01079873', '¬_verb_group', '01149470'), ('01149470', '¬_verb_group', '01079873'), ('01079873', '¬_verb_group', '01149470')], '01149470')
([('01664172', '¬_verb_group', '01755504'), ('01755504', '¬_verb_group', '00276068'), ('00276068', '_verb_group', '01755504')], '01755504')
([('01356750', 'NO_OP', '01356750'), ('01356750', '¬_verb_group', '01220885'), ('01220885', '¬_verb_group', '01614581')], '01220885')
([('01080064', '¬_verb_group', '01149470'), ('01149470', '¬_verb_group', '01079873'), ('01079873', '¬_verb_group', '01079480')], '01149470')
([('02114056', '¬_verb_group', '02113850'), ('02113850', 'NO_OP', '02113850'), ('02113850', '¬_verb_group', '02114433')], '02113850')
([('02297948', '¬_verb_group', '02297742'), ('02297742', '¬_verb_group', '02297948'), ('02297948', '¬_verb_group', '02297742')], '02297742')
([('00812298', 'NO_OP', '00812298'), ('00812298', '¬_verb_group', '01066433'), ('01066433', 'NO_OP', '01066433')], '01066433')
([('01930117', '¬_verb_group', '01930482'), ('01930482', '¬_derivationally_related_form', '00307631'), ('00307631', '¬_derivationally_related_form', '01930117')], '01930482')
([('00253761', '¬_verb_group', '00171852'), ('00171852', '¬_verb_group', '00411020'), ('00411020', '¬_verb_group', '00171852')], '00171852')
([('02418421', '¬_verb_group', '02418686'), ('02418686', '¬_derivationally_related_form', '00041188'), ('00041188', '¬_derivationally_related_form', '01072949')], '02418686')
([('00879356', '¬_verb_group', '01076615'), ('01076615', 'NO_OP', '01076615'), ('01076615', '¬_derivationally_related_form', '00166172')], '01076615')
([('01588493', '¬_verb_group', '00508032'), ('00508032', '¬_verb_group', '01588493'), ('01588493', '¬_derivationally_related_form', '07202579')], '00508032')
([('02267989', '¬_verb_group', '01157517'), ('01157517', '_derivationally_related_form', '14017332'), ('14017332', 'NO_OP', '14017332')], '01157517')
([('01072949', '¬_verb_group', '01079480'), ('01079480', '¬_verb_group', '01079873'), ('01079873', '¬_verb_group', '01149470')], '01079480')
([('01588493', '¬_verb_group', '00508032'), ('00508032', '¬_verb_group', '01588493'), ('01588493', '¬_derivationally_related_form', '07272172')], '00508032')
([('01123887', '¬_verb_group', '01137138'), ('01137138', '¬_verb_group', '02484570'), ('02484570', '¬_verb_group', '01137138')], '01137138')
([('02608823', '¬_verb_group', '02608347'), ('02608347', '¬_verb_group', '02609203'), ('02609203', '¬_verb_group', '02608347')], '02608347')
([('00975036', '¬_verb_group', '00783523'), ('00783523', 'NO_OP', '00783523'), ('00783523', 'NO_OP', '00783523')], '00783523')
([('01753596', '¬_verb_group', '01640550'), ('01640550', '¬_verb_group', '01753596'), ('01753596', '_derivationally_related_form', '09972157')], '01640550')
([('02410855', '¬_verb_group', '02413480'), ('02413480', '¬_derivationally_related_form', '00575741'), ('00575741', '_derivationally_related_form', '02413480')], '02413480')
([('00359511', '_derivationally_related_form', '14043882'), ('14043882', '¬_derivationally_related_form', '01569181'), ('01569181', 'NO_OP', '01569181')], '01569181')
([('00662589', '¬_verb_group', '00662182'), ('00662182', '¬_verb_group', '00661824'), ('00661824', '_derivationally_related_form', '05738625')], '00662182')
([('02023107', 'NO_OP', '02023107'), ('02023107', '¬_verb_group', '02428924'), ('02428924', '¬_hypernym', '02025009')], '02428924')
([('00374135', '¬_verb_group', '00445711'), ('00445711', 'NO_OP', '00445711'), ('00445711', '¬_verb_group', '00374135')], '00445711')
([('02346895', '¬_verb_group', '02542280'), ('02542280', '¬_hypernym', '00885925'), ('00885925', 'NO_OP', '00885925')], '02542280')
([('00253761', '¬_verb_group', '00171852'), ('00171852', '¬_verb_group', '01627947'), ('01627947', '¬_verb_group', '00545557')], '00171852')
([('00975036', '¬_verb_group', '00783523'), ('00783523', '¬_verb_group', '00975036'), ('00975036', '¬_verb_group', '00783523')], '00783523')
([('02462580', '¬_derivationally_related_form', '00183505'), ('00183505', '_derivationally_related_form', '02461314'), ('02461314', '¬_verb_group', '02462580')], '02461314')
([('00693780', '¬_verb_group', '00683771'), ('00683771', '_hypernym', '01011031'), ('01011031', '_derivationally_related_form', '06729499')], '00683771')
([('01270199', '¬_verb_group', '01535246'), ('01535246', '_derivationally_related_form', '00255710'), ('00255710', '¬_hypernym', '00255214')], '01535246')
([('02582450', '_hypernym', '00868591'), ('00868591', '¬_hypernym', '02582042'), ('02582042', '_hypernym', '00868591')], '02582042')
([('00796976', '_verb_group', '02502916'), ('02502916', '¬_verb_group', '00796976'), ('00796976', '¬_verb_group', '02237338')], '02237338')
([('01482075', '_derivationally_related_form', '03491178'), ('03491178', '_derivationally_related_form', '01481360'), ('01481360', '¬_verb_group', '01482075')], '01481360')
([('02514187', 'NO_OP', '02514187'), ('02514187', '¬_verb_group', '01033527'), ('01033527', 'NO_OP', '01033527')], '01033527')
([('00870213', '¬_verb_group', '00870577'), ('00870577', 'NO_OP', '00870577'), ('00870577', '_hypernym', '00872886')], '00870577')
([('01751836', '¬_verb_group', '01741221'), ('01741221', '_derivationally_related_form', '10245863'), ('10245863', '¬_derivationally_related_form', '01751836')], '01741221')
([('00652900', '¬_verb_group', '02729632'), ('02729632', '_verb_group', '00652900'), ('00652900', '¬_verb_group', '02729632')], '02729632')
([('00212414', '¬_verb_group', '02734800'), ('02734800', '¬_verb_group', '00212414'), ('00212414', '_derivationally_related_form', '07642471')], '02734800')
([('02449183', '¬_derivationally_related_form', '08236438'), ('08236438', '_derivationally_related_form', '02449011'), ('02449011', 'NO_OP', '02449011')], '02449011')
([('01556572', '¬_verb_group', '01558681'), ('01558681', '_derivationally_related_form', '13908201'), ('13908201', '¬_derivationally_related_form', '01556572')], '01558681')
([('01882814', '¬_derivationally_related_form', '09349648'), ('09349648', '¬_derivationally_related_form', '01882814'), ('01882814', '¬_verb_group', '02102840')], '02102840')
([('01030397', '¬_verb_group', '02402112'), ('02402112', '¬_verb_group', '01030397'), ('01030397', '¬_verb_group', '02402112')], '02402112')
([('02742232', '¬_verb_group', '01930874'), ('01930874', '¬_verb_group', '01930482'), ('01930482', '¬_verb_group', '02056971')], '01930874')
([('02505358', '¬_verb_group', '01646300'), ('01646300', '¬_verb_group', '02505358'), ('02505358', '¬_verb_group', '01516534')], '01516534')
([('01740320', '¬_verb_group', '01203074'), ('01203074', '¬_verb_group', '01740320'), ('01740320', '¬_verb_group', '01203074')], '01203074')
([('00458754', '¬_verb_group', '00458471'), ('00458471', '¬_verb_group', '00458754'), ('00458754', '¬_verb_group', '00458471')], '00458471')
([('00645939', '¬_verb_group', '00646271'), ('00646271', '¬_verb_group', '00645939'), ('00645939', '¬_verb_group', '00646271')], '00646271')
([('02102398', '¬_verb_group', '01955984'), ('01955984', '¬_verb_group', '02102398'), ('02102398', '¬_verb_group', '01957529')], '01955984')
([('01869563', '¬_verb_group', '01870043'), ('01870043', '_derivationally_related_form', '00345149'), ('00345149', '¬_derivationally_related_form', '01869563')], '01870043')
([('02383440', '¬_verb_group', '02009433'), ('02009433', '¬_verb_group', '02383440'), ('02383440', '¬_verb_group', '02009433')], '02009433')
([('00457100', '¬_verb_group', '00457327'), ('00457327', '_hypernym', '00146138'), ('00146138', '¬_hypernym', '00474994')], '00457327')
([('00713996', '¬_verb_group', '02658979'), ('02658979', '¬_derivationally_related_form', '13841651'), ('13841651', '¬_derivationally_related_form', '02658979')], '02658979')
([('00645939', '¬_verb_group', '00646271'), ('00646271', '_derivationally_related_form', '00877345'), ('00877345', 'NO_OP', '00877345')], '00646271')
([('00517847', '¬_verb_group', '00518115'), ('00518115', '¬_verb_group', '00517847'), ('00517847', '¬_verb_group', '00518115')], '00518115')
([('02236624', '¬_verb_group', '02449847'), ('02449847', '¬_derivationally_related_form', '05176188'), ('05176188', '¬_derivationally_related_form', '02449847')], '02449847')
([('02601808', '¬_verb_group', '02601996'), ('02601996', '¬_verb_group', '02601808'), ('02601808', '¬_derivationally_related_form', '00355691')], '02601996')
([('00486018', '¬_verb_group', '01640855'), ('01640855', '¬_verb_group', '00486018'), ('00486018', '¬_also_see', '01493741')], '01640855')
([('01007924', '¬_verb_group', '02752695'), ('02752695', 'NO_OP', '02752695'), ('02752695', '¬_verb_group', '01007924')], '02752695')
([('00970215', '¬_verb_group', '00578508'), ('00578508', '¬_verb_group', '00970215'), ('00970215', '_derivationally_related_form', '10454752')], '00578508')
([('02756821', '¬_verb_group', '01972298'), ('01972298', '_derivationally_related_form', '10076778'), ('10076778', '_derivationally_related_form', '01972298')], '01972298')
([('02484570', '¬_verb_group', '01137138'), ('01137138', '¬_verb_group', '02484570'), ('02484570', '¬_derivationally_related_form', '10593115')], '01137138')
([('00941990', '_derivationally_related_form', '06721949'), ('06721949', '¬_derivationally_related_form', '00941990'), ('00941990', '¬_verb_group', '00943281')], '00943281')
([('00713996', '¬_verb_group', '02658979'), ('02658979', '¬_derivationally_related_form', '13841651'), ('13841651', '¬_derivationally_related_form', '02658979')], '02658979')
([('00935987', '¬_verb_group', '00933821'), ('00933821', '_derivationally_related_form', '07215568'), ('07215568', '_derivationally_related_form', '00853195')], '00933821')
([('01719921', 'NO_OP', '01719921'), ('01719921', '¬_verb_group', '02744977'), ('02744977', '_derivationally_related_form', '00795785')], '02744977')
