WN18RR, _instance_hypernym_WN18_generic_PPO_simple_embedding_100
([('09087450', '¬_has_part', '09086173'), ('09086173', '_has_part', '09086635'), ('09086635', '_instance_hypernym', '08524735')], '08524735')
([('08986905', '¬_member_meronym', '08177030'), ('08177030', '_member_meronym', '09044190'), ('09044190', '_instance_hypernym', '08700255')], '08700255')
([('15232899', '¬_has_part', '15232406'), ('15232406', '_instance_hypernym', '15113229'), ('15113229', '¬_instance_hypernym', '15232899')], '15113229')
([('08727806', '¬_has_part', '08723006'), ('08723006', '_has_part', '08725161'), ('08725161', '_instance_hypernym', '08524735')], '08524735')
([('08731148', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08850741'), ('08850741', '_instance_hypernym', '08633957')], '08633957')
([('08731148', '¬_has_part', '08723006'), ('08723006', '_has_part', '08728595'), ('08728595', '_instance_hypernym', '08524735')], '08524735')
([('08706823', '¬_has_part', '08705397'), ('08705397', '_has_part', '08706663'), ('08706663', '_instance_hypernym', '08524735')], '08524735')
([('08934532', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08877208'), ('08877208', '_instance_hypernym', '08524735')], '08524735')
([('09195796', '¬_has_part', '09370773'), ('09370773', '_instance_hypernym', '09475292'), ('09475292', '_hypernym', '09225146')], '09475292')
([('08041484', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08015116'), ('08015116', '_instance_hypernym', '08392137')], '08392137')
([('09038439', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09054480'), ('09054480', '_instance_hypernym', '08524735')], '08524735')
([('08923586', '¬_has_part', '08920924'), ('08920924', '_has_part', '08924913'), ('08924913', '_instance_hypernym', '08524735')], '08524735')
([('08947772', '¬_has_part', '09189411'), ('09189411', '_has_part', '08763500'), ('08763500', '_instance_hypernym', '08698379')], '08698379')
([('04510090', '¬_has_part', '08141092'), ('08141092', '_hypernym', '08348815'), ('08348815', '_hypernym', '08337324')], '08337324')
([('08770518', '¬_has_part', '08766988'), ('08766988', '_has_part', '08772551'), ('08772551', '_instance_hypernym', '08524735')], '08524735')
([('11167952', '¬_member_meronym', '08369920'), ('08369920', '_member_meronym', '11126783'), ('11126783', '_instance_hypernym', '10624540')], '10624540')
([('08041106', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08022259'), ('08022259', '_instance_hypernym', '08392137')], '08392137')
([('09145217', '¬_has_part', '09141526'), ('09141526', '_has_part', '09144730'), ('09144730', '_instance_hypernym', '08524735')], '08524735')
([('15128711', '_has_part', '15128997'), ('15128997', '_instance_hypernym', '15243730'), ('15243730', '¬_instance_hypernym', '15129220')], '15243730')
([('08983413', '¬_has_part', '08982587'), ('08982587', '_has_part', '08983556'), ('08983556', '_instance_hypernym', '08524735')], '08524735')
([('09108055', '¬_has_part', '09105821'), ('09105821', '_has_part', '09107626'), ('09107626', '_instance_hypernym', '08524735')], '08524735')
([('09365128', '¬_has_part', '09303647'), ('09303647', '_has_part', '09338712'), ('09338712', '_instance_hypernym', '09360122')], '09360122')
([('11380768', '_instance_hypernym', '09765278'), ('09765278', '¬_instance_hypernym', '11256125'), ('11256125', '_instance_hypernym', '10088390')], '10088390')
([('08766455', '¬_has_part', '08765890'), ('08765890', '_has_part', '08766846'), ('08766846', '_instance_hypernym', '08524735')], '08524735')
([('08855909', '¬_has_part', '08853741'), ('08853741', '_has_part', '08855609'), ('08855609', '_instance_hypernym', '08524735')], '08524735')
([('09135447', '_instance_hypernym', '08638442'), ('08638442', '¬_instance_hypernym', '09085441'), ('09085441', '_instance_hypernym', '08524735')], '08524735')
([('08836886', '_has_part', '08837048'), ('08837048', '_has_part', '08837552'), ('08837552', '_instance_hypernym', '09203827')], '09203827')
([('08794366', '¬_has_part', '08792548'), ('08792548', '_has_part', '08793914'), ('08793914', '_instance_hypernym', '08574314')], '08574314')
([('08732807', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08805801'), ('08805801', '_instance_hypernym', '08524735')], '08524735')
([('11087359', '_synset_domain_topic_of', '06453849'), ('06453849', '¬_synset_domain_topic_of', '11144604'), ('11144604', '_instance_hypernym', '10547145')], '10547145')
([('08805122', '¬_has_part', '08801678'), ('08801678', '_has_part', '08812952'), ('08812952', '_instance_hypernym', '08803382')], '08803382')
([('08018666', 'NO_OP', '08018666'), ('08018666', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137')], '08392137')
([('08021129', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08037118'), ('08037118', '_instance_hypernym', '08392137')], '08392137')
([('02688895', '¬_has_part', '08196230'), ('08196230', '_hypernym', '08337324'), ('08337324', '_derivationally_related_form', '02991463')], '08337324')
([('10827155', '_instance_hypernym', '10547145'), ('10547145', '¬_instance_hypernym', '11086774'), ('11086774', '_instance_hypernym', '10705615')], '10705615')
([('09478355', '¬_has_part', '09105821'), ('09105821', '_has_part', '09419281'), ('09419281', '_instance_hypernym', '09411430')], '09411430')
([('09140148', '¬_has_part', '09044862'), ('09044862', '_has_part', '09133010'), ('09133010', '_instance_hypernym', '08655464')], '08655464')
([('08025835', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08020242'), ('08020242', '_instance_hypernym', '08392137')], '08392137')
([('08948704', '_instance_hypernym', '08691669'), ('08691669', '¬_instance_hypernym', '08987262'), ('08987262', '_instance_hypernym', '08633957')], '08633957')
([('09064264', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08936833'), ('08936833', '_instance_hypernym', '08524735')], '08524735')
([('08846739', '¬_has_part', '08845555'), ('08845555', '_has_part', '08847024'), ('08847024', '_instance_hypernym', '08524735')], '08524735')
([('08037118', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08042183'), ('08042183', '_instance_hypernym', '08392137')], '08392137')
([('09418169', '¬_has_part', '08766988'), ('08766988', '_has_part', '09367827'), ('09367827', '_instance_hypernym', '09411430')], '09411430')
([('01294502', '¬_has_part', '01301630'), ('01301630', '_has_part', '01274909'), ('01274909', '_instance_hypernym', '00956485')], '00956485')
([('08912153', '¬_has_part', '08910668'), ('08910668', '_has_part', '08913085'), ('08913085', '_instance_hypernym', '08524735')], '08524735')
([('01275934', '¬_member_of_domain_region', '08954611'), ('08954611', '_member_of_domain_region', '01305551'), ('01305551', '_instance_hypernym', '00973077')], '00973077')
([('08041484', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08021464'), ('08021464', '_instance_hypernym', '08392137')], '08392137')
([('09163192', '_has_part', '09163844'), ('09163844', '_instance_hypernym', '08700255'), ('08700255', '¬_instance_hypernym', '09018848')], '08700255')
([('09142771', '¬_has_part', '09141526'), ('09141526', '_has_part', '09146813'), ('09146813', '_instance_hypernym', '08524735')], '08524735')
([('11178161', '_instance_hypernym', '10375794'), ('10375794', '¬_instance_hypernym', '11128394'), ('11128394', '_instance_hypernym', '10566072')], '10566072')
([('11164671', '_instance_hypernym', '10067305'), ('10067305', '¬_instance_hypernym', '11085924'), ('11085924', '_instance_hypernym', '09798811')], '09798811')
([('08935212', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09035951'), ('09035951', '_instance_hypernym', '08524735')], '08524735')
([('08762104', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08969798'), ('08969798', '_instance_hypernym', '08524735')], '08524735')
([('09027679', '¬_has_part', '09023321'), ('09023321', '_has_part', '09026780'), ('09026780', '_instance_hypernym', '08524735')], '08524735')
([('08837048', '_has_part', '08840749'), ('08840749', '_instance_hypernym', '08544813'), ('08544813', '¬_instance_hypernym', '08996483')], '08544813')
([('08012384', 'NO_OP', '08012384'), ('08012384', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137')], '08392137')
([('11015080', '_instance_hypernym', '09921792'), ('09921792', '¬_instance_hypernym', '10837918'), ('10837918', '_instance_hypernym', '10705615')], '10705615')
([('08960363', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08727396'), ('08727396', '_instance_hypernym', '08524735')], '08524735')
([('08923586', '¬_has_part', '08920924'), ('08920924', '_has_part', '08926231'), ('08926231', '_instance_hypernym', '08524735')], '08524735')
([('08037118', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08046346'), ('08046346', '_instance_hypernym', '08392137')], '08392137')
([('08737041', '¬_has_part', '08735705'), ('08735705', '_has_part', '08703035'), ('08703035', 'NO_OP', '08703035')], '08703035')
([('08041106', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08022259'), ('08022259', '_instance_hypernym', '08392137')], '08392137')
([('09323221', '¬_has_part', '09303647'), ('09303647', '_has_part', '09365128'), ('09365128', '_instance_hypernym', '09360122')], '09360122')
([('08022972', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08029421'), ('08029421', '_instance_hypernym', '08392137')], '08392137')
([('08762243', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08786432'), ('08786432', '_instance_hypernym', '08524735')], '08524735')
([('08033454', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08028148'), ('08028148', '_instance_hypernym', '08392137')], '08392137')
([('08043848', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08033454'), ('08033454', '_instance_hypernym', '08392137')], '08392137')
([('09135447', '¬_has_part', '09134386'), ('09134386', '_has_part', '09136582'), ('09136582', '_instance_hypernym', '08524735')], '08524735')
([('08908248', '¬_has_part', '08907606'), ('08907606', '_has_part', '08908509'), ('08908509', '_instance_hypernym', '09316454')], '09316454')
([('08851500', '¬_has_part', '08849753'), ('08849753', '_has_part', '08851830'), ('08851830', '_instance_hypernym', '08524735')], '08524735')
([('08879197', '¬_has_part', '08871007'), ('08871007', '_has_part', '08877208'), ('08877208', '_instance_hypernym', '08524735')], '08524735')
([('09155986', '¬_has_part', '09155306'), ('09155306', '_has_part', '09155692'), ('09155692', '_instance_hypernym', '08524735')], '08524735')
([('09131205', '¬_has_part', '09130076'), ('09130076', '_has_part', '09131428'), ('09131428', '_instance_hypernym', '08524735')], '08524735')
([('09166304', '¬_has_part', '09023321'), ('09023321', '_has_part', '09028204'), ('09028204', '_instance_hypernym', '08574314')], '08574314')
([('15129220', '¬_has_part', '15128711'), ('15128711', '_has_part', '15128997'), ('15128997', '_instance_hypernym', '15243730')], '15243730')
([('08910230', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09025451'), ('09025451', '_instance_hypernym', '08633957')], '08633957')
([('09014066', '¬_has_part', '09013830'), ('09013830', '_has_part', '09014470'), ('09014470', '_instance_hypernym', '08524735')], '08524735')
([('09323470', '¬_has_part', '09087599'), ('09087599', '_has_part', '09407632'), ('09407632', '_instance_hypernym', '09411430')], '09411430')
([('08804487', '¬_member_of_domain_region', '08801678'), ('08801678', '_has_part', '08808292'), ('08808292', '_instance_hypernym', '08803382')], '08803382')
([('08912153', '¬_has_part', '08910668'), ('08910668', '_has_part', '08912559'), ('08912559', '_instance_hypernym', '08524735')], '08524735')
([('08027518', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08045428'), ('08045428', '_instance_hypernym', '08392137')], '08392137')
([('08766667', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08877382'), ('08877382', '_instance_hypernym', '08524735')], '08524735')
([('06437824', '¬_has_part', '06449735'), ('06449735', '_has_part', '06440489'), ('06440489', '_instance_hypernym', '06394865')], '06394865')
([('09293917', '¬_has_part', '09201301'), ('09201301', '_instance_hypernym', '09403734'), ('09403734', '¬_instance_hypernym', '09261604')], '09403734')
([('08705251', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09038439'), ('09038439', '_instance_hypernym', '08524735')], '08524735')
([('08041484', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08032023')], '08392137')
([('09346284', '¬_has_part', '08906952'), ('08906952', '_has_part', '09290626'), ('09290626', '_instance_hypernym', '09360122')], '09360122')
([('08770718', '¬_has_part', '08766988'), ('08766988', '_has_part', '08774546'), ('08774546', '_instance_hypernym', '08524735')], '08524735')
([('10940053', '_instance_hypernym', '10123844'), ('10123844', '¬_instance_hypernym', '11182621'), ('11182621', '_instance_hypernym', '09826204')], '09826204')
([('08966820', '¬_member_meronym', '08172103'), ('08172103', '_member_meronym', '09037394'), ('09037394', '_instance_hypernym', '08698379')], '08698379')
([('08028148', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08014615'), ('08014615', '_instance_hypernym', '08392137')], '08392137')
([('11167952', '¬_member_meronym', '08369920'), ('08369920', '_member_meronym', '11126783'), ('11126783', '_instance_hypernym', '10536416')], '10536416')
([('09124589', '¬_has_part', '09117351'), ('09117351', '_has_part', '09125016'), ('09125016', '_instance_hypernym', '08524735')], '08524735')
([('08849372', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09025451'), ('09025451', '_instance_hypernym', '08524735')], '08524735')
([('09144730', '¬_has_part', '09141526'), ('09141526', '_has_part', '09142674'), ('09142674', '_instance_hypernym', '08524735')], '08524735')
([('08984457', '¬_has_part', '08982587'), ('08982587', '_has_part', '08983274'), ('08983274', '_instance_hypernym', '08524735')], '08524735')
([('08856945', '¬_has_part', '08853741'), ('08853741', '_has_part', '08857260'), ('08857260', '_instance_hypernym', '08524735')], '08524735')
([('08015731', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08045428'), ('08045428', '_instance_hypernym', '08392137')], '08392137')
([('08819016', '¬_has_part', '08815858'), ('08815858', '_has_part', '08818835'), ('08818835', '_instance_hypernym', '08524735')], '08524735')
