WN18RR, _derivationally_related_form_WN18_generic_PPO_simple_embedding_100
([('02294436', '¬_derivationally_related_form', '01083504'), ('01083504', '_derivationally_related_form', '00081072'), ('00081072', '_derivationally_related_form', '13285714')], '13285714')
([('01106272', '¬_derivationally_related_form', '01951276'), ('01951276', '_derivationally_related_form', '02878222'), ('02878222', '¬_derivationally_related_form', '01951276')], '01951276')
([('01613239', 'NO_OP', '01613239'), ('01613239', 'NO_OP', '01613239'), ('01613239', '¬_derivationally_related_form', '01052853')], '01052853')
([('01973759', '¬_derivationally_related_form', '00116376'), ('00116376', '¬_derivationally_related_form', '01455184'), ('01455184', '¬_derivationally_related_form', '04231693')], '00116376')
([('01870043', 'NO_OP', '01870043'), ('01870043', '¬_derivationally_related_form', '00345149'), ('00345149', '¬_derivationally_related_form', '01593763')], '00345149')
([('07269916', '¬_derivationally_related_form', '02851550'), ('02851550', 'NO_OP', '02851550'), ('02851550', '¬_derivationally_related_form', '07269916')], '02851550')
([('01981436', '¬_derivationally_related_form', '09433442'), ('09433442', '¬_derivationally_related_form', '01981436'), ('01981436', '¬_derivationally_related_form', '09433442')], '09433442')
([('00034948', '¬_derivationally_related_form', '00835501'), ('00835501', '_hypernym', '00835267'), ('00835267', '¬_has_part', '00831191')], '00835501')
([('01108402', '¬_derivationally_related_form', '09962612'), ('09962612', '¬_derivationally_related_form', '06546633'), ('06546633', '_derivationally_related_form', '09962612')], '09962612')
([('10680153', 'NO_OP', '10680153'), ('10680153', '¬_derivationally_related_form', '02405390'), ('02405390', '¬_derivationally_related_form', '00197419')], '02405390')
([('01552519', '¬_derivationally_related_form', '00386915'), ('00386915', '¬_hypernym', '00359492'), ('00359492', '_hypernym', '00386915')], '00386915')
([('06763681', '¬_derivationally_related_form', '00727791'), ('00727791', '¬_derivationally_related_form', '06763681'), ('06763681', '¬_derivationally_related_form', '01059123')], '01059123')
([('00591519', '¬_derivationally_related_form', '01746605'), ('01746605', '¬_also_see', '02515341'), ('02515341', '_also_see', '01746605')], '01746605')
([('01500572', 'NO_OP', '01500572'), ('01500572', '¬_derivationally_related_form', '07389931'), ('07389931', 'NO_OP', '07389931')], '07389931')
([('00861725', '¬_derivationally_related_form', '06691684'), ('06691684', '¬_derivationally_related_form', '00861929'), ('00861929', '_hypernym', '00992041')], '06691684')
([('04665543', 'NO_OP', '04665543'), ('04665543', 'NO_OP', '04665543'), ('04665543', '¬_derivationally_related_form', '01978003')], '01978003')
([('00604523', '¬_derivationally_related_form', '10655594'), ('10655594', 'NO_OP', '10655594'), ('10655594', '_hypernym', '09821831')], '10655594')
([('07086518', '¬_derivationally_related_form', '01880113'), ('01880113', '¬_verb_group', '01880673'), ('01880673', '¬_derivationally_related_form', '07086518')], '01880673')
([('04284002', '¬_derivationally_related_form', '01579622'), ('01579622', 'NO_OP', '01579622'), ('01579622', '_derivationally_related_form', '04284002')], '01579622')
([('01312810', 'NO_OP', '01312810'), ('01312810', '¬_derivationally_related_form', '04208210'), ('04208210', '_derivationally_related_form', '01312810')], '04208210')
([('01076488', '¬_derivationally_related_form', '00908099'), ('00908099', '_derivationally_related_form', '05689249'), ('05689249', '_derivationally_related_form', '02557199')], '00908099')
([('13979503', '¬_derivationally_related_form', '01763303'), ('01763303', '¬_derivationally_related_form', '13979503'), ('13979503', '¬_derivationally_related_form', '01761533')], '01761533')
([('10759331', '¬_derivationally_related_form', '02424984'), ('02424984', '¬_derivationally_related_form', '10759331'), ('10759331', '¬_derivationally_related_form', '02424984')], '02424984')
([('00003431', 'NO_OP', '00003431'), ('00003431', '¬_derivationally_related_form', '00117578'), ('00117578', '¬_derivationally_related_form', '00003431')], '00117578')
([('02389927', '¬_derivationally_related_form', '08075388'), ('08075388', '¬_derivationally_related_form', '10621400'), ('10621400', '¬_derivationally_related_form', '08075388')], '08075388')
([('07118747', '¬_derivationally_related_form', '01054186'), ('01054186', '_derivationally_related_form', '07118747'), ('07118747', '¬_derivationally_related_form', '01055404')], '01055404')
([('01484714', '¬_derivationally_related_form', '07961480'), ('07961480', '¬_derivationally_related_form', '01484714'), ('01484714', '¬_derivationally_related_form', '07961480')], '07961480')
([('05710210', 'NO_OP', '05710210'), ('05710210', '¬_derivationally_related_form', '01744111'), ('01744111', '¬_derivationally_related_form', '05710210')], '01744111')
([('10536897', '¬_derivationally_related_form', '02493260'), ('02493260', '_derivationally_related_form', '10769321'), ('10769321', '_derivationally_related_form', '02493260')], '02493260')
([('01217780', '¬_derivationally_related_form', '00406800'), ('00406800', '_hypernym', '00406612'), ('00406612', '¬_hypernym', '00406800')], '00406800')
([('00048912', '¬_derivationally_related_form', '03236735'), ('03236735', 'NO_OP', '03236735'), ('03236735', '_derivationally_related_form', '00048912')], '03236735')
([('01252280', '¬_derivationally_related_form', '00413876'), ('00413876', '¬_hypernym', '00414174'), ('00414174', '_hypernym', '00413876')], '00413876')
([('10384214', '_hypernym', '10806222'), ('10806222', '¬_hypernym', '10384214'), ('10384214', '¬_derivationally_related_form', '01139865')], '01139865')
([('08403225', 'NO_OP', '08403225'), ('08403225', 'NO_OP', '08403225'), ('08403225', '¬_derivationally_related_form', '10323182')], '10323182')
([('07434473', '_derivationally_related_form', '00504270'), ('00504270', '¬_derivationally_related_form', '07434473'), ('07434473', '¬_derivationally_related_form', '00502757')], '00502757')
([('02644035', '¬_derivationally_related_form', '01259034'), ('01259034', '_derivationally_related_form', '02644035'), ('02644035', '¬_derivationally_related_form', '01259034')], '01259034')
([('13538182', '¬_derivationally_related_form', '01307389'), ('01307389', '¬_derivationally_related_form', '03954731'), ('03954731', '¬_hypernym', '03601638')], '01307389')
([('02126863', 'NO_OP', '02126863'), ('02126863', '¬_derivationally_related_form', '03176594'), ('03176594', 'NO_OP', '03176594')], '03176594')
([('00085626', '¬_derivationally_related_form', '09795639'), ('09795639', '¬_derivationally_related_form', '00085626'), ('00085626', '¬_derivationally_related_form', '01041674')], '01041674')
([('00953923', '¬_derivationally_related_form', '06767777'), ('06767777', '¬_derivationally_related_form', '01058880'), ('01058880', 'NO_OP', '01058880')], '06767777')
([('05166072', '¬_derivationally_related_form', '01160031'), ('01160031', '_derivationally_related_form', '05166072'), ('05166072', 'NO_OP', '05166072')], '01160031')
([('01059400', '¬_derivationally_related_form', '04777098'), ('04777098', '¬_derivationally_related_form', '01059400'), ('01059400', '_also_see', '02095311')], '04777098')
([('00901316', 'NO_OP', '00901316'), ('00901316', '¬_derivationally_related_form', '01003885'), ('01003885', '_hypernym', '01003249')], '01003885')
([('00448440', '¬_derivationally_related_form', '01240979'), ('01240979', '¬_derivationally_related_form', '00448440'), ('00448440', '¬_derivationally_related_form', '01240979')], '01240979')
([('07540602', '¬_derivationally_related_form', '01798936'), ('01798936', '_derivationally_related_form', '07540602'), ('07540602', '¬_hypernym', '07540866')], '01798936')
([('06888345', '¬_derivationally_related_form', '02148788'), ('02148788', '_derivationally_related_form', '10003120'), ('10003120', '¬_derivationally_related_form', '02148788')], '02148788')
([('01004062', '¬_derivationally_related_form', '04681387'), ('04681387', '¬_derivationally_related_form', '01913237'), ('01913237', 'NO_OP', '01913237')], '04681387')
([('03338821', '¬_derivationally_related_form', '01711965'), ('01711965', '_hypernym', '01000214'), ('01000214', '¬_hypernym', '00998399')], '01711965')
([('02072501', '¬_derivationally_related_form', '13649791'), ('13649791', '_hypernym', '13603305'), ('13603305', '¬_hypernym', '13651931')], '13649791')
([('10697519', '¬_derivationally_related_form', '04400499'), ('04400499', '¬_derivationally_related_form', '10697519'), ('10697519', '¬_derivationally_related_form', '01007222')], '04400499')
([('08280124', '¬_derivationally_related_form', '09759501'), ('09759501', '¬_derivationally_related_form', '02669885'), ('02669885', 'NO_OP', '02669885')], '09759501')
([('01053617', '¬_derivationally_related_form', '00117985'), ('00117985', '¬_derivationally_related_form', '01053617'), ('01053617', '_hypernym', '00030358')], '00117985')
([('01907258', '¬_derivationally_related_form', '07351612'), ('07351612', '_derivationally_related_form', '02089984'), ('02089984', 'NO_OP', '02089984')], '07351612')
([('03003744', 'NO_OP', '03003744'), ('03003744', 'NO_OP', '03003744'), ('03003744', '¬_derivationally_related_form', '07907161')], '07907161')
([('00618057', '¬_derivationally_related_form', '00073828'), ('00073828', '_derivationally_related_form', '00618057'), ('00618057', '¬_derivationally_related_form', '09879744')], '09879744')
([('06740919', '_derivationally_related_form', '09798534'), ('09798534', '_derivationally_related_form', '00894738'), ('00894738', '¬_derivationally_related_form', '06740183')], '00894738')
([('04750764', '¬_derivationally_related_form', '01410363'), ('01410363', '¬_derivationally_related_form', '04750764'), ('04750764', '¬_derivationally_related_form', '01410363')], '01410363')
([('09612291', '¬_derivationally_related_form', '00869596'), ('00869596', '_hypernym', '00775831'), ('00775831', '¬_hypernym', '00869596')], '00869596')
([('00089027', '_hypernym', '00088481'), ('00088481', '¬_hypernym', '00089027'), ('00089027', '¬_derivationally_related_form', '01114303')], '01114303')
([('00413432', '¬_derivationally_related_form', '14472624'), ('14472624', '¬_derivationally_related_form', '00413432'), ('00413432', '_synset_domain_topic_of', '06143546')], '14472624')
([('08624196', '¬_derivationally_related_form', '02653381'), ('02653381', '_derivationally_related_form', '08624196'), ('08624196', '_hypernym', '08621598')], '02653381')
([('02558172', '¬_derivationally_related_form', '10349243'), ('10349243', '¬_derivationally_related_form', '02557199'), ('02557199', '¬_hypernym', '02557790')], '10349243')
([('00278040', '¬_derivationally_related_form', '00217956'), ('00217956', '_derivationally_related_form', '14535431'), ('14535431', 'NO_OP', '14535431')], '00217956')
([('04123567', '¬_derivationally_related_form', '02717362'), ('02717362', '¬_derivationally_related_form', '04123567'), ('04123567', 'NO_OP', '04123567')], '02717362')
([('07377682', '¬_derivationally_related_form', '01046059'), ('01046059', '_hypernym', '02172888'), ('02172888', '¬_hypernym', '02171664')], '01046059')
([('07084560', '¬_derivationally_related_form', '00944788'), ('00944788', '_derivationally_related_form', '07084560'), ('07084560', '¬_derivationally_related_form', '00944788')], '00944788')
([('02838592', '¬_derivationally_related_form', '00620554'), ('00620554', '¬_derivationally_related_form', '10426749'), ('10426749', '_derivationally_related_form', '00903559')], '00903559')
([('10770545', '¬_derivationally_related_form', '04558578'), ('04558578', '_derivationally_related_form', '10770545'), ('10770545', '_derivationally_related_form', '01696435')], '04558578')
([('00413876', '¬_derivationally_related_form', '00027167'), ('00027167', '¬_hypernym', '08500433'), ('08500433', '_hypernym', '00027167')], '00027167')
([('00789906', 'NO_OP', '00789906'), ('00789906', '_hypernym', '00789534'), ('00789534', '_derivationally_related_form', '02274299')], '02274299')
([('07353075', '¬_derivationally_related_form', '01566185'), ('01566185', '¬_derivationally_related_form', '07335581'), ('07335581', '_derivationally_related_form', '01566185')], '01566185')
([('02634265', '¬_derivationally_related_form', '13941337'), ('13941337', '_derivationally_related_form', '02634265'), ('02634265', 'NO_OP', '02634265')], '13941337')
([('05707269', '¬_derivationally_related_form', '00615421'), ('00615421', 'NO_OP', '00615421'), ('00615421', 'NO_OP', '00615421')], '00615421')
([('07851054', '¬_derivationally_related_form', '01262936'), ('01262936', '¬_derivationally_related_form', '10607706'), ('10607706', '_derivationally_related_form', '01262936')], '01262936')
([('10691764', '¬_derivationally_related_form', '02360274'), ('02360274', '_derivationally_related_form', '04390977'), ('04390977', '_derivationally_related_form', '01854519')], '02360274')
([('01172784', '¬_derivationally_related_form', '01121948'), ('01121948', '¬_derivationally_related_form', '10038929'), ('10038929', '_derivationally_related_form', '00789237')], '10038929')
([('01349735', '¬_derivationally_related_form', '02657741'), ('02657741', '_derivationally_related_form', '01349735'), ('01349735', '¬_derivationally_related_form', '02657741')], '02657741')
