WN18RR, _similar_to_WN18_generic_PPO_simple_embedding_100
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('02393086', 'NO_OP', '02393086'), ('02393086', '¬_similar_to', '02392878'), ('02392878', 'NO_OP', '02392878')], '02392878')
([('01251128', '¬_similar_to', '01252566'), ('01252566', 'NO_OP', '01252566'), ('01252566', 'NO_OP', '01252566')], '01252566')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('01894758', '¬_similar_to', '01895630'), ('01895630', 'NO_OP', '01895630'), ('01895630', 'NO_OP', '01895630')], '01895630')
([('00536655', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('02515214', '¬_similar_to', '02513740'), ('02513740', '¬_derivationally_related_form', '14563564'), ('14563564', '¬_derivationally_related_form', '02513740')], '02513740')
([('01412415', 'NO_OP', '01412415'), ('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912')], '01412912')
([('01809655', '¬_similar_to', '01811172'), ('01811172', 'NO_OP', '01811172'), ('01811172', 'NO_OP', '01811172')], '01811172')
([('01548193', '¬_similar_to', '01548694'), ('01548694', 'NO_OP', '01548694'), ('01548694', 'NO_OP', '01548694')], '01548694')
([('01116026', '¬_similar_to', '01115349'), ('01115349', '¬_similar_to', '01116026'), ('01116026', '¬_similar_to', '01115349')], '01115349')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('02505141', 'NO_OP', '02505141'), ('02505141', '¬_similar_to', '02504131'), ('02504131', 'NO_OP', '02504131')], '02504131')
([('01948573', '¬_similar_to', '01947266'), ('01947266', 'NO_OP', '01947266'), ('01947266', 'NO_OP', '01947266')], '01947266')
([('01115349', '¬_similar_to', '01116026'), ('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349')], '01116026')
([('00708017', '¬_similar_to', '00709625'), ('00709625', 'NO_OP', '00709625'), ('00709625', 'NO_OP', '00709625')], '00709625')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('00392093', '¬_similar_to', '00386392'), ('00386392', 'NO_OP', '00386392'), ('00386392', 'NO_OP', '00386392')], '00386392')
([('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101'), ('00400101', 'NO_OP', '00400101')], '00400101')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', '¬_also_see', '00914421')], '01749320')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349'), ('01115349', 'NO_OP', '01115349')], '01115349')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', '¬_similar_to', '01749320')], '01751353')
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('01252566', '¬_similar_to', '01251128'), ('01251128', 'NO_OP', '01251128'), ('01251128', 'NO_OP', '01251128')], '01251128')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00400101', '¬_similar_to', '00394562'), ('00394562', '¬_similar_to', '00400101'), ('00400101', '¬_similar_to', '00394562')], '00394562')
([('01161635', '¬_similar_to', '01160031'), ('01160031', 'NO_OP', '01160031'), ('01160031', 'NO_OP', '01160031')], '01160031')
([('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', 'NO_OP', '00166146')], '00166146')
([('01548193', '¬_similar_to', '01548694'), ('01548694', 'NO_OP', '01548694'), ('01548694', 'NO_OP', '01548694')], '01548694')
([('01834304', 'NO_OP', '01834304'), ('01834304', '¬_similar_to', '01835276'), ('01835276', '¬_similar_to', '01834304')], '01835276')
([('00095873', '¬_similar_to', '00095280'), ('00095280', 'NO_OP', '00095280'), ('00095280', 'NO_OP', '00095280')], '00095280')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
([('00095873', '¬_similar_to', '00095280'), ('00095280', 'NO_OP', '00095280'), ('00095280', '¬_similar_to', '00095873')], '00095280')
([('01947266', '¬_similar_to', '01948573'), ('01948573', 'NO_OP', '01948573'), ('01948573', 'NO_OP', '01948573')], '01948573')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00168910')], '00168910')
([('01947266', '¬_similar_to', '01948573'), ('01948573', 'NO_OP', '01948573'), ('01948573', 'NO_OP', '01948573')], '01948573')
([('02112891', '¬_similar_to', '02111684'), ('02111684', '¬_similar_to', '02112891'), ('02112891', '¬_similar_to', '02111684')], '02111684')
([('01895630', '¬_similar_to', '01894758'), ('01894758', '¬_similar_to', '01895630'), ('01895630', '¬_similar_to', '01894758')], '01894758')
([('00535452', '¬_similar_to', '00535844'), ('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535844')
([('02504131', 'NO_OP', '02504131'), ('02504131', '¬_similar_to', '02505141'), ('02505141', 'NO_OP', '02505141')], '02505141')
([('00319534', 'NO_OP', '00319534'), ('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('01116026', 'NO_OP', '01116026'), ('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349')], '01115349')
([('02504131', '¬_similar_to', '02505141'), ('02505141', 'NO_OP', '02505141'), ('02505141', 'NO_OP', '02505141')], '02505141')
([('00167278', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00166146')
([('00535844', 'NO_OP', '00535844'), ('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_derivationally_related_form', '05160796'), ('05160796', 'NO_OP', '05160796')], '00064479')
([('00709625', '¬_similar_to', '00708017'), ('00708017', 'NO_OP', '00708017'), ('00708017', '¬_similar_to', '00709625')], '00708017')
([('01809655', '¬_similar_to', '01811172'), ('01811172', 'NO_OP', '01811172'), ('01811172', 'NO_OP', '01811172')], '01811172')
([('00535452', 'NO_OP', '00535452'), ('00535452', '¬_similar_to', '00535844'), ('00535844', '¬_similar_to', '00535452')], '00535844')
([('00708017', 'NO_OP', '00708017'), ('00708017', '¬_similar_to', '00709625'), ('00709625', '¬_derivationally_related_form', '05728678')], '00709625')
([('00003553', '¬_similar_to', '00003356'), ('00003356', 'NO_OP', '00003356'), ('00003356', 'NO_OP', '00003356')], '00003356')
([('01017738', '¬_similar_to', '01020117'), ('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117')], '01020117')
([('00780575', '¬_similar_to', '00779374'), ('00779374', 'NO_OP', '00779374'), ('00779374', 'NO_OP', '00779374')], '00779374')
([('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('01412912', '¬_similar_to', '01412415'), ('01412415', 'NO_OP', '01412415'), ('01412415', 'NO_OP', '01412415')], '01412415')
([('02505141', '¬_similar_to', '02504131'), ('02504131', 'NO_OP', '02504131'), ('02504131', 'NO_OP', '02504131')], '02504131')
([('02559180', 'NO_OP', '02559180'), ('02559180', '¬_similar_to', '02559862'), ('02559862', 'NO_OP', '02559862')], '02559862')
([('02166346', '¬_similar_to', '02168699'), ('02168699', 'NO_OP', '02168699'), ('02168699', 'NO_OP', '02168699')], '02168699')
([('02515341', '¬_similar_to', '02517169'), ('02517169', 'NO_OP', '02517169'), ('02517169', 'NO_OP', '02517169')], '02517169')
([('02393086', '¬_hypernym', '02393489'), ('02393489', '_hypernym', '02393086'), ('02393086', '¬_similar_to', '02392878')], '02392878')
([('00392093', '¬_similar_to', '00386392'), ('00386392', 'NO_OP', '00386392'), ('00386392', 'NO_OP', '00386392')], '00386392')
([('01895630', '¬_similar_to', '01894758'), ('01894758', '¬_similar_to', '01895630'), ('01895630', '¬_similar_to', '01894758')], '01894758')
([('02515214', 'NO_OP', '02515214'), ('02515214', '¬_similar_to', '02513740'), ('02513740', 'NO_OP', '02513740')], '02513740')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('01412415', '¬_similar_to', '01412912'), ('01412912', '¬_verb_group', '01416193'), ('01416193', '¬_verb_group', '01412912')], '01412912')
([('02517169', '¬_similar_to', '02515341'), ('02515341', 'NO_OP', '02515341'), ('02515341', '_similar_to', '02517169')], '02515341')
([('02515214', 'NO_OP', '02515214'), ('02515214', '¬_similar_to', '02513740'), ('02513740', '¬_also_see', '02035337')], '02513740')
([('02112891', '¬_similar_to', '02111684'), ('02111684', 'NO_OP', '02111684'), ('02111684', 'NO_OP', '02111684')], '02111684')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('00535452', '¬_similar_to', '00535844'), ('00535844', '¬_similar_to', '00535452'), ('00535452', '¬_similar_to', '00536304')], '00535844')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01115349', '¬_similar_to', '01116026'), ('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349')], '01116026')
([('02504131', 'NO_OP', '02504131'), ('02504131', '¬_similar_to', '02505141'), ('02505141', '_similar_to', '02504131')], '02505141')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('01948573', '¬_similar_to', '01947266'), ('01947266', 'NO_OP', '01947266'), ('01947266', 'NO_OP', '01947266')], '01947266')
([('01412912', '¬_similar_to', '01412415'), ('01412415', 'NO_OP', '01412415'), ('01412415', 'NO_OP', '01412415')], '01412415')
([('01548694', '¬_similar_to', '01548193'), ('01548193', '_also_see', '02513269'), ('02513269', '_also_see', '00360650')], '01548193')
([('01161635', '¬_similar_to', '01160031'), ('01160031', 'NO_OP', '01160031'), ('01160031', 'NO_OP', '01160031')], '01160031')
([('00535452', 'NO_OP', '00535452'), ('00535452', '¬_similar_to', '00535844'), ('00535844', '¬_similar_to', '00535452')], '00535844')
([('02392878', '¬_similar_to', '02393086'), ('02393086', 'NO_OP', '02393086'), ('02393086', 'NO_OP', '02393086')], '02393086')
([('01948573', '¬_similar_to', '01947266'), ('01947266', 'NO_OP', '01947266'), ('01947266', 'NO_OP', '01947266')], '01947266')
([('02515341', '¬_similar_to', '02517169'), ('02517169', '_member_meronym', '02517442'), ('02517442', 'NO_OP', '02517442')], '02517169')
([('00727564', 'NO_OP', '00727564'), ('00727564', '¬_similar_to', '00728826'), ('00728826', 'NO_OP', '00728826')], '00728826')
([('00166146', '¬_similar_to', '00167278'), ('00167278', 'NO_OP', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00167278')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', 'NO_OP', '01749320')], '01749320')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('00963283', '¬_similar_to', '00962634'), ('00962634', '¬_similar_to', '00963283'), ('00963283', 'NO_OP', '00963283')], '00962634')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146')], '00168910')
([('02166346', '¬_similar_to', '02168699'), ('02168699', 'NO_OP', '02168699'), ('02168699', 'NO_OP', '02168699')], '02168699')
([('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891'), ('02112891', 'NO_OP', '02112891')], '02112891')
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', '_hypernym', '01018630')], '01020117')
([('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117'), ('01020117', '_hypernym', '01018630')], '01017738')
([('00167278', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00168910')], '00166146')
([('02504131', '¬_similar_to', '02505141'), ('02505141', 'NO_OP', '02505141'), ('02505141', 'NO_OP', '02505141')], '02505141')
([('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00167278')
([('02166346', '¬_similar_to', '02168699'), ('02168699', 'NO_OP', '02168699'), ('02168699', 'NO_OP', '02168699')], '02168699')
([('02393086', '¬_similar_to', '02392878'), ('02392878', 'NO_OP', '02392878'), ('02392878', 'NO_OP', '02392878')], '02392878')
([('02515214', '¬_similar_to', '02513740'), ('02513740', '¬_similar_to', '02515214'), ('02515214', '¬_similar_to', '02513740')], '02513740')
([('00003553', '¬_similar_to', '00003356'), ('00003356', 'NO_OP', '00003356'), ('00003356', 'NO_OP', '00003356')], '00003356')
([('00709625', '¬_similar_to', '00708017'), ('00708017', '¬_similar_to', '00709625'), ('00709625', '¬_similar_to', '00708017')], '00708017')
([('00131018', '¬_similar_to', '00130778'), ('00130778', 'NO_OP', '00130778'), ('00130778', 'NO_OP', '00130778')], '00130778')
([('01548193', '¬_similar_to', '01548694'), ('01548694', '¬_similar_to', '01548193'), ('01548193', '¬_similar_to', '01548694')], '01548694')
([('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912'), ('01412912', 'NO_OP', '01412912')], '01412912')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('00167278', 'NO_OP', '00167278'), ('00167278', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146')], '00166146')
([('01251128', '¬_similar_to', '01252566'), ('01252566', 'NO_OP', '01252566'), ('01252566', 'NO_OP', '01252566')], '01252566')
([('02112891', '¬_similar_to', '02111684'), ('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891')], '02111684')
([('01835276', '¬_similar_to', '01834304'), ('01834304', 'NO_OP', '01834304'), ('01834304', 'NO_OP', '01834304')], '01834304')
([('02505141', '¬_similar_to', '02504131'), ('02504131', 'NO_OP', '02504131'), ('02504131', 'NO_OP', '02504131')], '02504131')
([('00709625', 'NO_OP', '00709625'), ('00709625', '¬_similar_to', '00708017'), ('00708017', '¬_similar_to', '00709625')], '00708017')
([('01548694', '¬_similar_to', '01548193'), ('01548193', 'NO_OP', '01548193'), ('01548193', 'NO_OP', '01548193')], '01548193')
([('02393086', '¬_hypernym', '02393489'), ('02393489', '_hypernym', '02393086'), ('02393086', '¬_similar_to', '02392878')], '02392878')
([('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', '¬_similar_to', '00535844')], '00535844')
([('00131018', '¬_similar_to', '00130778'), ('00130778', 'NO_OP', '00130778'), ('00130778', 'NO_OP', '00130778')], '00130778')
([('01548193', '¬_similar_to', '01548694'), ('01548694', 'NO_OP', '01548694'), ('01548694', 'NO_OP', '01548694')], '01548694')
([('00709625', '¬_similar_to', '00708017'), ('00708017', 'NO_OP', '00708017'), ('00708017', 'NO_OP', '00708017')], '00708017')
([('01548193', 'NO_OP', '01548193'), ('01548193', 'NO_OP', '01548193'), ('01548193', '¬_similar_to', '01548694')], '01548694')
([('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146')], '00167278')
([('02515214', '¬_similar_to', '02513740'), ('02513740', '¬_derivationally_related_form', '04852750'), ('04852750', 'NO_OP', '04852750')], '02513740')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_similar_to', '00444519'), ('00444519', '¬_similar_to', '00445169')], '00445169')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', '¬_also_see', '00289365')], '01749320')
([('02166346', '_also_see', '02244619'), ('02244619', '¬_also_see', '02166346'), ('02166346', '¬_similar_to', '02168699')], '02168699')
([('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00709625', '¬_similar_to', '00708017'), ('00708017', 'NO_OP', '00708017'), ('00708017', 'NO_OP', '00708017')], '00708017')
([('00400101', '¬_similar_to', '00394562'), ('00394562', 'NO_OP', '00394562'), ('00394562', 'NO_OP', '00394562')], '00394562')
([('01548193', '¬_similar_to', '01548694'), ('01548694', 'NO_OP', '01548694'), ('01548694', '¬_similar_to', '01548193')], '01548694')
([('02504131', '¬_similar_to', '02505141'), ('02505141', 'NO_OP', '02505141'), ('02505141', 'NO_OP', '02505141')], '02505141')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146')], '00168910')
([('01811172', '¬_similar_to', '01809655'), ('01809655', 'NO_OP', '01809655'), ('01809655', 'NO_OP', '01809655')], '01809655')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', 'NO_OP', '01749320')], '01749320')
