WN18RR, _also_see_WN18_generic_PPO_simple_embedding_100
([('01116380', '¬_also_see', '02461723'), ('02461723', '¬_derivationally_related_form', '06756407'), ('06756407', '¬_derivationally_related_form', '00835903')], '02461723')
([('01116380', '¬_also_see', '02180797'), ('02180797', '_also_see', '02461723'), ('02461723', '¬_also_see', '02180797')], '02461723')
([('01131043', '¬_also_see', '02035337'), ('02035337', '_also_see', '01549291'), ('01549291', '¬_also_see', '02037272')], '02037272')
([('02464693', '¬_derivationally_related_form', '04668819'), ('04668819', '_derivationally_related_form', '02464693'), ('02464693', '¬_also_see', '01996377')], '01996377')
([('01613463', '_derivationally_related_form', '01179707'), ('01179707', '_derivationally_related_form', '01613463'), ('01613463', '¬_also_see', '00695523')], '00695523')
([('00781168', '¬_also_see', '00430191'), ('00430191', '_also_see', '00781168'), ('00781168', '¬_also_see', '00430191')], '00430191')
([('01180695', '¬_also_see', '02056880'), ('02056880', 'NO_OP', '02056880'), ('02056880', '_also_see', '01180695')], '02056880')
([('00900616', '¬_also_see', '00655779'), ('00655779', 'NO_OP', '00655779'), ('00655779', '¬_derivationally_related_form', '14451672')], '00655779')
([('00103696', 'NO_OP', '00103696'), ('00103696', '_derivationally_related_form', '04821802'), ('04821802', '_derivationally_related_form', '00896555')], '00896555')
([('00510050', '¬_derivationally_related_form', '05153520'), ('05153520', '¬_derivationally_related_form', '00510050'), ('00510050', '¬_also_see', '01911053')], '01911053')
([('00227003', '¬_also_see', '01160031'), ('01160031', '_derivationally_related_form', '05166072'), ('05166072', '¬_hypernym', '05166560')], '01160031')
([('02421158', 'NO_OP', '02421158'), ('02421158', 'NO_OP', '02421158'), ('02421158', '¬_also_see', '01894758')], '01894758')
([('01613463', '¬_also_see', '00695523'), ('00695523', '_derivationally_related_form', '02706816'), ('02706816', '¬_derivationally_related_form', '00695523')], '00695523')
([('01059400', '_derivationally_related_form', '04777098'), ('04777098', '_derivationally_related_form', '01059400'), ('01059400', '¬_also_see', '02095311')], '02095311')
([('00548781', '¬_also_see', '02383831'), ('02383831', '_also_see', '00494907'), ('00494907', '¬_derivationally_related_form', '01070102')], '02383831')
([('01246579', 'NO_OP', '01246579'), ('01246579', '¬_also_see', '01459422'), ('01459422', '_also_see', '00732960')], '01459422')
([('01549291', '¬_also_see', '02037272'), ('02037272', '¬_also_see', '01549291'), ('01549291', '_derivationally_related_form', '04850589')], '02037272')
([('01507134', 'NO_OP', '01507134'), ('01507134', '¬_also_see', '01372049'), ('01372049', '¬_also_see', '00638981')], '01372049')
([('01983797', '¬_also_see', '01227137'), ('01227137', '¬_also_see', '01222884'), ('01222884', '¬_also_see', '02180797')], '01227137')
([('00311663', '¬_also_see', '00754873'), ('00754873', 'NO_OP', '00754873'), ('00754873', '_derivationally_related_form', '00616153')], '00754873')
([('00550777', '¬_derivationally_related_form', '04758181'), ('04758181', '_derivationally_related_form', '00550777'), ('00550777', '¬_also_see', '00740336')], '00740336')
([('01368192', '¬_also_see', '00364479'), ('00364479', '¬_also_see', '01149494'), ('01149494', '¬_also_see', '00909363')], '00364479')
([('00940437', '¬_also_see', '01704761'), ('01704761', 'NO_OP', '01704761'), ('01704761', '¬_also_see', '00940437')], '01704761')
([('00754873', '¬_derivationally_related_form', '04665813'), ('04665813', '_derivationally_related_form', '00754873'), ('00754873', '¬_also_see', '00311663')], '00311663')
([('02109678', '¬_also_see', '00493460'), ('00493460', '_also_see', '02109678'), ('02109678', '¬_also_see', '00493460')], '00493460')
([('02541302', '¬_also_see', '01017738'), ('01017738', '_similar_to', '01020117'), ('01020117', '¬_member_of_domain_region', '08860123')], '01017738')
([('00570590', '¬_also_see', '02102484'), ('02102484', '¬_also_see', '02103481'), ('02103481', '¬_derivationally_related_form', '05652926')], '02102484')
([('01172889', '_also_see', '02559180'), ('02559180', '¬_also_see', '01172889'), ('01172889', '¬_also_see', '02541302')], '02541302')
([('00873603', '¬_also_see', '00804695'), ('00804695', '¬_also_see', '02278939'), ('02278939', '_also_see', '00804695')], '02278939')
([('02519555', '¬_also_see', '00583990'), ('00583990', '_derivationally_related_form', '04879092'), ('04879092', '_derivationally_related_form', '00583990')], '00583990')
([('00839619', '¬_also_see', '00834198'), ('00834198', '_also_see', '00838856'), ('00838856', '¬_derivationally_related_form', '05199869')], '00834198')
([('02035337', '_also_see', '01549291'), ('01549291', '_also_see', '02513740'), ('02513740', '¬_also_see', '02035337')], '02513740')
([('00619972', '_derivationally_related_form', '04906026'), ('04906026', '_derivationally_related_form', '00619972'), ('00619972', '¬_also_see', '01195536')], '01195536')
([('01589217', '¬_also_see', '00904548'), ('00904548', '_derivationally_related_form', '04807971'), ('04807971', '¬_derivationally_related_form', '00904548')], '00904548')
([('01155354', '¬_also_see', '01507402'), ('01507402', '¬_also_see', '01155354'), ('01155354', 'NO_OP', '01155354')], '01507402')
([('02095311', '¬_also_see', '01059400'), ('01059400', '¬_derivationally_related_form', '04777098'), ('04777098', '_derivationally_related_form', '02095311')], '01059400')
([('00173764', '¬_derivationally_related_form', '05018934'), ('05018934', '_hypernym', '05017230'), ('05017230', '_derivationally_related_form', '01746605')], '01746605')
([('00696518', '_also_see', '01474513'), ('01474513', '¬_also_see', '01612053'), ('01612053', '_derivationally_related_form', '04906273')], '01612053')
([('01155354', '_derivationally_related_form', '04844625'), ('04844625', '_derivationally_related_form', '01155354'), ('01155354', '¬_also_see', '01507402')], '01507402')
([('02393401', '¬_also_see', '00851103'), ('00851103', '¬_derivationally_related_form', '04815321'), ('04815321', 'NO_OP', '04815321')], '00851103')
([('02531422', '_derivationally_related_form', '04629604'), ('04629604', 'NO_OP', '04629604'), ('04629604', '¬_derivationally_related_form', '01257612')], '01257612')
([('01497736', '¬_also_see', '02164402'), ('02164402', '¬_derivationally_related_form', '05172596'), ('05172596', '_derivationally_related_form', '01279978')], '02164402')
([('00605516', '¬_also_see', '01041916'), ('01041916', 'NO_OP', '01041916'), ('01041916', '_also_see', '00605516')], '01041916')
([('01763813', '¬_also_see', '01887076'), ('01887076', '¬_also_see', '01763813'), ('01763813', '¬_derivationally_related_form', '02450505')], '01887076')
([('01041916', '¬_also_see', '00605516'), ('00605516', '¬_also_see', '01688271'), ('01688271', '¬_also_see', '00605516')], '00605516')
([('01475282', '¬_also_see', '00695523'), ('00695523', '_also_see', '01613463'), ('01613463', '_derivationally_related_form', '01179707')], '00695523')
([('02037708', '¬_also_see', '00707366'), ('00707366', '_also_see', '02321009'), ('02321009', 'NO_OP', '02321009')], '02321009')
([('01624633', '¬_also_see', '01460421'), ('01460421', '¬_derivationally_related_form', '04781755'), ('04781755', '¬_derivationally_related_form', '01460421')], '01460421')
([('01041916', '¬_also_see', '00605516'), ('00605516', '_also_see', '01041916'), ('01041916', '_derivationally_related_form', '01204055')], '00605516')
([('01824244', '¬_also_see', '01825671'), ('01825671', '¬_derivationally_related_form', '05190804'), ('05190804', '¬_hypernym', '05194043')], '01825671')
([('00091311', '¬_also_see', '00804695'), ('00804695', '¬_also_see', '00091311'), ('00091311', 'NO_OP', '00091311')], '00804695')
([('01343918', '_derivationally_related_form', '05192451'), ('05192451', '_derivationally_related_form', '01343918'), ('01343918', '¬_also_see', '00921014')], '00921014')
([('01660994', '¬_also_see', '00064479'), ('00064479', '¬_derivationally_related_form', '05160796'), ('05160796', 'NO_OP', '05160796')], '00064479')
([('02244956', '_derivationally_related_form', '01091905'), ('01091905', '_derivationally_related_form', '02260362'), ('02260362', '_derivationally_related_form', '10720453')], '02260362')
([('02321009', '¬_also_see', '02037708'), ('02037708', '_also_see', '01170243'), ('01170243', 'NO_OP', '01170243')], '02037708')
([('02130524', '_derivationally_related_form', '10633450'), ('10633450', '¬_derivationally_related_form', '02128653'), ('02128653', '¬_derivationally_related_form', '00879759')], '02128653')
([('01589217', '¬_also_see', '01227137'), ('01227137', '_derivationally_related_form', '04873550'), ('04873550', '¬_derivationally_related_form', '01227137')], '01227137')
([('00306314', '¬_also_see', '00510050'), ('00510050', '_also_see', '01911053'), ('01911053', 'NO_OP', '01911053')], '00510050')
([('00021766', '¬_also_see', '00914421'), ('00914421', 'NO_OP', '00914421'), ('00914421', '_derivationally_related_form', '04803430')], '00914421')
([('00701479', '¬_also_see', '00781168'), ('00781168', '_also_see', '00430191'), ('00430191', '¬_also_see', '00781168')], '00781168')
([('00311663', 'NO_OP', '00311663'), ('00311663', '¬_also_see', '00754873'), ('00754873', '¬_also_see', '00311663')], '00754873')
([('00525453', '_derivationally_related_form', '02629793'), ('02629793', '¬_derivationally_related_form', '00525453'), ('00525453', '¬_also_see', '01101391')], '01101391')
([('00626800', '¬_also_see', '00625393'), ('00625393', '¬_derivationally_related_form', '04761212'), ('04761212', '_derivationally_related_form', '00625393')], '00625393')
([('02102796', '¬_also_see', '00571643'), ('00571643', '_also_see', '02102796'), ('02102796', '¬_also_see', '02105375')], '00571643')
([('02530861', '¬_also_see', '01074650'), ('01074650', '¬_derivationally_related_form', '10112591'), ('10112591', '_derivationally_related_form', '13931145')], '01074650')
([('01898129', '¬_also_see', '01996377'), ('01996377', '¬_also_see', '02464693'), ('02464693', '_derivationally_related_form', '04895246')], '01996377')
([('02035337', '¬_also_see', '01131043'), ('01131043', '_also_see', '02035337'), ('02035337', '_also_see', '01370590')], '01131043')
([('01368192', 'NO_OP', '01368192'), ('01368192', '¬_also_see', '01364008'), ('01364008', '_also_see', '01368192')], '01364008')
([('00081671', 'NO_OP', '00081671'), ('00081671', 'NO_OP', '00081671'), ('00081671', '¬_also_see', '00249721')], '00249721')
([('02062670', '¬_also_see', '02507968'), ('02507968', 'NO_OP', '02507968'), ('02507968', '¬_also_see', '02062670')], '02507968')
([('02764438', 'NO_OP', '02764438'), ('02764438', '_hypernym', '00377002'), ('00377002', '¬_hypernym', '02762806')], '02762806')
([('00900616', '¬_also_see', '00655779'), ('00655779', '¬_derivationally_related_form', '05168261'), ('05168261', '¬_derivationally_related_form', '01275562')], '00655779')
([('02083615', '¬_also_see', '01872745'), ('01872745', '_derivationally_related_form', '05613962'), ('05613962', '¬_derivationally_related_form', '01872745')], '01872745')
([('00957176', '¬_derivationally_related_form', '04854389'), ('04854389', 'NO_OP', '04854389'), ('04854389', '¬_derivationally_related_form', '01370590')], '01370590')
([('02461723', '¬_also_see', '02180797'), ('02180797', '¬_also_see', '02461723'), ('02461723', 'NO_OP', '02461723')], '02180797')
([('01746605', '¬_derivationally_related_form', '05017230'), ('05017230', '¬_hypernym', '05018934'), ('05018934', '¬_derivationally_related_form', '00173764')], '00173764')
([('00650577', '¬_also_see', '00655779'), ('00655779', 'NO_OP', '00655779'), ('00655779', '_also_see', '00900616')], '00655779')
([('01246579', '¬_also_see', '01074650'), ('01074650', '¬_derivationally_related_form', '04654337'), ('04654337', 'NO_OP', '04654337')], '01074650')
([('00570590', '¬_also_see', '02102484'), ('02102484', '¬_also_see', '00190115'), ('00190115', '¬_derivationally_related_form', '00594621')], '00190115')
([('00749230', '¬_also_see', '02174896'), ('02174896', '¬_also_see', '00749230'), ('00749230', '¬_also_see', '02174896')], '02174896')
([('01613463', '¬_also_see', '01125429'), ('01125429', '_also_see', '01613463'), ('01613463', '¬_also_see', '00695523')], '01125429')
([('00696518', '¬_also_see', '01474513'), ('01474513', '¬_derivationally_related_form', '02436349'), ('02436349', '_derivationally_related_form', '00829378')], '01474513')
([('01535709', '¬_also_see', '00666058'), ('00666058', '¬_also_see', '01640850'), ('01640850', '¬_also_see', '00666058')], '00666058')
([('00019131', '¬_also_see', '00604617'), ('00604617', '_also_see', '00019131'), ('00019131', '¬_derivationally_related_form', '02007417')], '00604617')
([('00914421', 'NO_OP', '00914421'), ('00914421', '¬_also_see', '00021766'), ('00021766', '_also_see', '01837744')], '00021766')
([('01589217', '¬_also_see', '01227137'), ('01227137', '_also_see', '02588099'), ('02588099', '_also_see', '01227137')], '01227137')
([('00537339', '¬_also_see', '01353226'), ('01353226', '¬_also_see', '00537339'), ('00537339', '_derivationally_related_form', '05070290')], '01353226')
([('02566015', '¬_also_see', '00695523'), ('00695523', '¬_derivationally_related_form', '04907991'), ('04907991', 'NO_OP', '04907991')], '00695523')
([('00508192', '¬_also_see', '00561036'), ('00561036', '_derivationally_related_form', '04714440'), ('04714440', 'NO_OP', '04714440')], '00561036')
([('02037272', '¬_also_see', '01370590'), ('01370590', '¬_also_see', '02037272'), ('02037272', '¬_also_see', '01370590')], '01370590')
([('00226618', '¬_also_see', '01159655'), ('01159655', '_also_see', '00226618'), ('00226618', '¬_also_see', '01372049')], '01159655')
([('01943406', '¬_also_see', '00956131'), ('00956131', '_also_see', '01369663'), ('01369663', '_also_see', '01226240')], '00956131')
([('00428404', '¬_also_see', '00532892'), ('00532892', '_derivationally_related_form', '00588221'), ('00588221', '_derivationally_related_form', '10240082')], '00532892')
([('00605516', 'NO_OP', '00605516'), ('00605516', '¬_also_see', '01041916'), ('01041916', '_derivationally_related_form', '01204055')], '01041916')
([('00838856', '¬_also_see', '00834198'), ('00834198', '_derivationally_related_form', '05199869'), ('05199869', '¬_derivationally_related_form', '00834198')], '00834198')
([('01549291', '¬_also_see', '02513740'), ('02513740', '¬_similar_to', '02515214'), ('02515214', '¬_hypernym', '02515713')], '02513740')
([('00959731', 'NO_OP', '00959731'), ('00959731', 'NO_OP', '00959731'), ('00959731', '¬_also_see', '00583990')], '00583990')
([('02530861', '¬_also_see', '00853776'), ('00853776', '_also_see', '02530861'), ('02530861', 'NO_OP', '02530861')], '00853776')
([('01716491', '¬_also_see', '02399399'), ('02399399', 'NO_OP', '02399399'), ('02399399', '¬_also_see', '01716491')], '02399399')
([('00174379', '¬_also_see', '01748318'), ('01748318', '¬_also_see', '02517265'), ('02517265', '¬_also_see', '01748318')], '01748318')
([('01226240', '¬_also_see', '01222360'), ('01222360', '_derivationally_related_form', '04871374'), ('04871374', '¬_hypernym', '04869569')], '01222360')
([('01475282', '_also_see', '00695523'), ('00695523', '_derivationally_related_form', '01179707'), ('01179707', '¬_derivationally_related_form', '01613463')], '01613463')
